Date,Year,Month,Route,Count
2019-09-09,2019,Sep,Seawall at David Lam Park,1181.0
2019-09-09,2019,Sep,Seawall at Harbour Green Park,823.0
2019-09-09,2019,Sep,Seawall at Science World,3396.0
2019-09-09,2019,Sep,Smithe at Expo,829.0
2019-09-09,2019,Sep,Stephens at Point Grey,448.0
2019-09-09,2019,Sep,Union at Hawks,2534.0
2019-09-10,2019,Sep,Burrard at Cornwall,5932.0
2019-09-10,2019,Sep,Canada Line Bridge at West Kent,743.0
2019-09-10,2019,Sep,Comox at Thurlow,823.0
2019-09-10,2019,Sep,Dunsmuir Viaduct,2930.0
2019-09-10,2019,Sep,East 10th at Clark,2398.0
2019-09-10,2019,Sep,Hornby and Robson,2452.0
2019-09-10,2019,Sep,Lions Gate Bridge at Spirit Trail,1823.0
2019-09-10,2019,Sep,Point Grey at Stephens,1884.0
2019-09-10,2019,Sep,Point Grey at Volunteer Park,2559.0
2019-09-10,2019,Sep,Seawall 2nd Beach Pool,3107.0
2019-09-10,2019,Sep,Seawall at Creekside Community Centre,3269.0
2019-09-10,2019,Sep,Seawall at David Lam Park,3333.0
2019-09-10,2019,Sep,Seawall at Harbour Green Park,2155.0
2019-09-10,2019,Sep,Seawall at Science World,6697.0
2019-09-10,2019,Sep,Smithe at Expo,1230.0
2019-09-10,2019,Sep,Stephens at Point Grey,770.0
2019-09-10,2019,Sep,Union at Hawks,4346.0
2019-09-11,2019,Sep,Burrard at Cornwall,5926.0
2019-09-11,2019,Sep,Canada Line Bridge at West Kent,807.0
2019-09-11,2019,Sep,Comox at Thurlow,843.0
2019-09-11,2019,Sep,Dunsmuir Viaduct,3002.0
2019-09-11,2019,Sep,East 10th at Clark,2662.0
2019-09-11,2019,Sep,Hornby and Robson,2571.0
2019-09-11,2019,Sep,Lions Gate Bridge at Spirit Trail,2172.0
2019-09-11,2019,Sep,Point Grey at Stephens,1661.0
2019-09-11,2019,Sep,Point Grey at Volunteer Park,2416.0
2019-09-11,2019,Sep,Seawall 2nd Beach Pool,2577.0
2019-09-11,2019,Sep,Seawall at Creekside Community Centre,2825.0
2019-09-11,2019,Sep,Seawall at David Lam Park,2789.0
2019-09-11,2019,Sep,Seawall at Harbour Green Park,2008.0
2019-09-11,2019,Sep,Seawall at Science World,6366.0
2019-09-11,2019,Sep,Smithe at Expo,1306.0
2019-09-11,2019,Sep,Stephens at Point Grey,811.0
2019-09-11,2019,Sep,Union at Hawks,4392.0
2019-09-12,2019,Sep,Burrard at Cornwall,2775.0
2019-09-12,2019,Sep,Canada Line Bridge at West Kent,197.0
2019-09-12,2019,Sep,Comox at Thurlow,420.0
2019-09-12,2019,Sep,Dunsmuir Viaduct,1731.0
2019-09-12,2019,Sep,East 10th at Clark,1360.0
2019-09-12,2019,Sep,Hornby and Robson,1419.0
2019-09-12,2019,Sep,Lions Gate Bridge at Spirit Trail,818.0
2019-09-12,2019,Sep,Point Grey at Stephens,532.0
2019-09-12,2019,Sep,Point Grey at Volunteer Park,825.0
2019-09-12,2019,Sep,Seawall 2nd Beach Pool,566.0
2019-09-12,2019,Sep,Seawall at Creekside Community Centre,1024.0
2019-09-12,2019,Sep,Seawall at David Lam Park,809.0
2019-09-12,2019,Sep,Seawall at Harbour Green Park,621.0
2019-09-12,2019,Sep,Seawall at Science World,2821.0
2019-09-12,2019,Sep,Smithe at Expo,728.0
2019-09-12,2019,Sep,Stephens at Point Grey,323.0
2019-09-12,2019,Sep,Union at Hawks,2303.0
2019-09-13,2019,Sep,Burrard at Cornwall,2797.0
2019-09-13,2019,Sep,Canada Line Bridge at West Kent,116.0
2019-09-13,2019,Sep,Comox at Thurlow,523.0
2019-09-13,2019,Sep,Dunsmuir Viaduct,1629.0
2019-09-13,2019,Sep,East 10th at Clark,1232.0
2019-09-13,2019,Sep,Hornby and Robson,1496.0
2019-09-13,2019,Sep,Lions Gate Bridge at Spirit Trail,896.0
2019-09-13,2019,Sep,Point Grey at Stephens,714.0
2019-09-13,2019,Sep,Point Grey at Volunteer Park,1000.0
2019-09-13,2019,Sep,Seawall 2nd Beach Pool,1376.0
2019-09-13,2019,Sep,Seawall at Creekside Community Centre,1269.0
2019-09-13,2019,Sep,Seawall at David Lam Park,1264.0
2019-09-13,2019,Sep,Seawall at Harbour Green Park,1030.0
2019-09-13,2019,Sep,Seawall at Science World,3011.0
2019-09-13,2019,Sep,Smithe at Expo,677.0
2019-09-13,2019,Sep,Stephens at Point Grey,308.0
2019-09-13,2019,Sep,Union at Hawks,2331.0
2019-09-14,2019,Sep,Burrard at Cornwall,1344.0
2019-09-14,2019,Sep,Canada Line Bridge at West Kent,55.0
2019-09-14,2019,Sep,Comox at Thurlow,240.0
2019-09-14,2019,Sep,Dunsmuir Viaduct,445.0
2019-09-14,2019,Sep,East 10th at Clark,575.0
2019-09-14,2019,Sep,Hornby and Robson,508.0
2019-09-14,2019,Sep,Lions Gate Bridge at Spirit Trail,267.0
2019-09-14,2019,Sep,Point Grey at Stephens,436.0
2019-09-14,2019,Sep,Point Grey at Volunteer Park,615.0
2019-09-14,2019,Sep,Seawall 2nd Beach Pool,883.0
2019-09-14,2019,Sep,Seawall at Creekside Community Centre,818.0
2019-09-14,2019,Sep,Seawall at David Lam Park,688.0
2019-09-14,2019,Sep,Seawall at Harbour Green Park,614.0
2019-09-14,2019,Sep,Seawall at Science World,1508.0
2019-09-14,2019,Sep,Smithe at Expo,382.0
2019-09-14,2019,Sep,Stephens at Point Grey,162.0
2019-09-14,2019,Sep,Union at Hawks,912.0
2019-09-15,2019,Sep,Burrard at Cornwall,2204.0
2019-09-15,2019,Sep,Canada Line Bridge at West Kent,105.0
2019-09-15,2019,Sep,Comox at Thurlow,376.0
2019-09-15,2019,Sep,Dunsmuir Viaduct,508.0
2019-09-15,2019,Sep,East 10th at Clark,730.0
2019-09-15,2019,Sep,Hornby and Robson,641.0
2019-09-15,2019,Sep,Lions Gate Bridge at Spirit Trail,397.0
2019-09-15,2019,Sep,Point Grey at Stephens,997.0
2019-09-15,2019,Sep,Point Grey at Volunteer Park,1167.0
2019-09-15,2019,Sep,Seawall 2nd Beach Pool,2008.0
2019-09-15,2019,Sep,Seawall at Creekside Community Centre,1409.0
2019-09-15,2019,Sep,Seawall at David Lam Park,1526.0
2019-09-15,2019,Sep,Seawall at Harbour Green Park,1083.0
2019-09-15,2019,Sep,Seawall at Science World,2324.0
2019-09-15,2019,Sep,Smithe at Expo,275.0
2019-09-15,2019,Sep,Stephens at Point Grey,316.0
2019-09-15,2019,Sep,Union at Hawks,1090.0
2019-09-16,2019,Sep,Burrard at Cornwall,4625.0
2019-09-16,2019,Sep,Canada Line Bridge at West Kent,327.0
2019-09-16,2019,Sep,Comox at Thurlow,682.0
2019-09-16,2019,Sep,Dunsmuir Viaduct,2490.0
2019-09-16,2019,Sep,East 10th at Clark,1986.0
2019-09-16,2019,Sep,Hornby and Robson,2167.0
2019-09-16,2019,Sep,Lions Gate Bridge at Spirit Trail,1574.0
2019-09-16,2019,Sep,Point Grey at Stephens,1138.0
2019-09-16,2019,Sep,Point Grey at Volunteer Park,1752.0
2019-09-16,2019,Sep,Seawall 2nd Beach Pool,2108.0
2019-09-16,2019,Sep,Seawall at David Lam Park,2088.0
2019-09-16,2019,Sep,Seawall at HMS Discovery,2179.0
2019-09-16,2019,Sep,Seawall at Harbour Green Park,1495.0
2019-09-16,2019,Sep,Seawall at Science World,4926.0
2019-09-16,2019,Sep,Smithe at Expo,1072.0
2019-09-16,2019,Sep,Stephens at Point Grey,603.0
2019-09-16,2019,Sep,Union at Hawks,3433.0
2019-09-17,2019,Sep,Burrard at Cornwall,1972.0
2019-09-17,2019,Sep,Canada Line Bridge at West Kent,75.0
2019-09-17,2019,Sep,Comox at Thurlow,332.0
2019-09-17,2019,Sep,Dunsmuir Viaduct,1369.0
2019-09-17,2019,Sep,East 10th at Clark,1092.0
2019-09-17,2019,Sep,Hornby and Robson,1087.0
2019-09-17,2019,Sep,Lions Gate Bridge at Spirit Trail,720.0
2019-09-17,2019,Sep,Point Grey at Stephens,358.0
2019-09-17,2019,Sep,Point Grey at Volunteer Park,600.0
2019-09-17,2019,Sep,Seawall 2nd Beach Pool,233.0
2019-09-17,2019,Sep,Seawall at Creekside Community Centre,733.0
2019-09-17,2019,Sep,Seawall at David Lam Park,551.0
2019-09-17,2019,Sep,Seawall at HMS Discovery,262.0
2019-09-17,2019,Sep,Seawall at Harbour Green Park,300.0
2019-09-17,2019,Sep,Seawall at Science World,2152.0
2019-09-17,2019,Sep,Smithe at Expo,566.0
2019-09-17,2019,Sep,Stephens at Point Grey,225.0
2019-09-17,2019,Sep,Union at Hawks,1876.0
2019-09-18,2019,Sep,Burrard at Cornwall,5391.0
2019-09-18,2019,Sep,Canada Line Bridge at West Kent,200.0
2019-09-18,2019,Sep,Comox at Thurlow,781.0
2019-09-18,2019,Sep,Dunsmuir Viaduct,2706.0
2019-09-18,2019,Sep,East 10th at Clark,2362.0
2019-09-18,2019,Sep,Hornby and Robson,2771.0
2019-09-18,2019,Sep,Lions Gate Bridge at Spirit Trail,1997.0
2019-09-18,2019,Sep,Point Grey at Stephens,1657.0
2019-09-18,2019,Sep,Point Grey at Volunteer Park,2420.0
2019-09-18,2019,Sep,Seawall 2nd Beach Pool,3076.0
2019-09-18,2019,Sep,Seawall at Creekside Community Centre,3014.0
2019-09-18,2019,Sep,Seawall at David Lam Park,3088.0
2019-09-18,2019,Sep,Seawall at HMS Discovery,3067.0
2019-09-18,2019,Sep,Seawall at Harbour Green Park,1908.0
2019-09-18,2019,Sep,Seawall at Science World,6256.0
2019-09-18,2019,Sep,Smithe at Expo,1166.0
2019-09-18,2019,Sep,Stephens at Point Grey,775.0
2019-09-18,2019,Sep,Union at Hawks,4098.0
2019-09-19,2019,Sep,Burrard at Cornwall,4367.0
2019-09-19,2019,Sep,Canada Line Bridge at West Kent,200.0
2019-09-19,2019,Sep,Comox at Thurlow,723.0
2019-09-19,2019,Sep,Dunsmuir Viaduct,2521.0
2019-09-19,2019,Sep,East 10th at Clark,2106.0
2019-09-19,2019,Sep,Hornby and Robson,2497.0
2019-09-19,2019,Sep,Lions Gate Bridge at Spirit Trail,1489.0
2019-09-19,2019,Sep,Point Grey at Stephens,956.0
2019-09-19,2019,Sep,Point Grey at Volunteer Park,1480.0
2019-09-19,2019,Sep,Seawall 2nd Beach Pool,1549.0
2019-09-19,2019,Sep,Seawall at Creekside Community Centre,1896.0
2019-09-19,2019,Sep,Seawall at David Lam Park,1673.0
2019-09-19,2019,Sep,Seawall at HMS Discovery,1691.0
2019-09-19,2019,Sep,Seawall at Harbour Green Park,1301.0
2019-09-19,2019,Sep,Seawall at Science World,4570.0
2019-09-19,2019,Sep,Smithe at Expo,1080.0
2019-09-19,2019,Sep,Stephens at Point Grey,517.0
2019-09-19,2019,Sep,Union at Hawks,3498.0
2019-09-20,2019,Sep,Burrard at Cornwall,4631.0
2019-09-20,2019,Sep,Canada Line Bridge at West Kent,169.0
2019-09-20,2019,Sep,Comox at Thurlow,756.0
2019-09-20,2019,Sep,Dunsmuir Viaduct,2291.0
2019-09-20,2019,Sep,East 10th at Clark,2061.0
2019-09-20,2019,Sep,Hornby and Robson,2391.0
2019-09-20,2019,Sep,Lions Gate Bridge at Spirit Trail,1572.0
2019-09-20,2019,Sep,Point Grey at Stephens,1431.0
2019-09-20,2019,Sep,Point Grey at Volunteer Park,1922.0
2019-09-20,2019,Sep,Seawall 2nd Beach Pool,2968.0
2019-09-20,2019,Sep,Seawall at Creekside Community Centre,2794.0
2019-09-20,2019,Sep,Seawall at David Lam Park,2763.0
2019-09-20,2019,Sep,Seawall at HMS Discovery,3065.0
2019-09-20,2019,Sep,Seawall at Harbour Green Park,2065.0
2019-09-20,2019,Sep,Seawall at Science World,5393.0
2019-09-20,2019,Sep,Smithe at Expo,1023.0
2019-09-20,2019,Sep,Stephens at Point Grey,545.0
2019-09-20,2019,Sep,Union at Hawks,3548.0
2019-09-21,2019,Sep,Burrard at Cornwall,3772.0
2019-09-21,2019,Sep,Canada Line Bridge at West Kent,254.0
2019-09-21,2019,Sep,Comox at Thurlow,552.0
2019-09-21,2019,Sep,Dunsmuir Viaduct,1042.0
2019-09-21,2019,Sep,East 10th at Clark,1439.0
2019-09-21,2019,Sep,Hornby and Robson,1308.0
2019-09-21,2019,Sep,Lions Gate Bridge at Spirit Trail,1342.0
2019-09-21,2019,Sep,Point Grey at Stephens,1797.0
2019-09-21,2019,Sep,Point Grey at Volunteer Park,2303.0
2019-09-21,2019,Sep,Seawall 2nd Beach Pool,3805.0
2019-09-21,2019,Sep,Seawall at Creekside Community Centre,2801.0
2019-09-21,2019,Sep,Seawall at David Lam Park,3039.0
2019-09-21,2019,Sep,Seawall at HMS Discovery,3693.0
2019-09-21,2019,Sep,Seawall at Harbour Green Park,2236.0
2019-09-21,2019,Sep,Seawall at Science World,4379.0
2019-09-21,2019,Sep,Smithe at Expo,440.0
2019-09-21,2019,Sep,Stephens at Point Grey,576.0
2019-09-21,2019,Sep,Union at Hawks,2386.0
2019-09-22,2019,Sep,Burrard at Cornwall,613.0
2019-09-22,2019,Sep,Canada Line Bridge at West Kent,11.0
2019-09-22,2019,Sep,Comox at Thurlow,152.0
2019-09-22,2019,Sep,Dunsmuir Viaduct,295.0
2019-09-22,2019,Sep,East 10th at Clark,327.0
2019-09-22,2019,Sep,Hornby and Robson,363.0
2019-09-22,2019,Sep,Lions Gate Bridge at Spirit Trail,168.0
2019-09-22,2019,Sep,Point Grey at Stephens,151.0
2019-09-22,2019,Sep,Point Grey at Volunteer Park,227.0
2019-09-22,2019,Sep,Seawall 2nd Beach Pool,195.0
2019-09-22,2019,Sep,Seawall at Creekside Community Centre,369.0
2019-09-22,2019,Sep,Seawall at David Lam Park,313.0
2019-09-22,2019,Sep,Seawall at HMS Discovery,259.0
2019-09-22,2019,Sep,Seawall at Harbour Green Park,195.0
2019-09-22,2019,Sep,Seawall at Science World,742.0
2019-09-22,2019,Sep,Smithe at Expo,133.0
2019-09-22,2019,Sep,Stephens at Point Grey,78.0
2019-09-22,2019,Sep,Union at Hawks,541.0
2019-09-23,2019,Sep,Burrard at Cornwall,2628.0
2019-09-23,2019,Sep,Canada Line Bridge at West Kent,109.0
2019-09-23,2019,Sep,Comox at Thurlow,392.0
2019-09-23,2019,Sep,Dunsmuir Viaduct,1758.0
2019-09-23,2019,Sep,East 10th at Clark,1341.0
2019-09-23,2019,Sep,Hornby and Robson,1570.0
2019-09-23,2019,Sep,Lions Gate Bridge at Spirit Trail,931.0
2019-09-23,2019,Sep,Point Grey at Stephens,513.0
2019-09-23,2019,Sep,Point Grey at Volunteer Park,853.0
2019-09-23,2019,Sep,Seawall 2nd Beach Pool,313.0
2019-09-23,2019,Sep,Seawall at Creekside Community Centre,914.0
2019-09-23,2019,Sep,Seawall at David Lam Park,603.0
2019-09-23,2019,Sep,Seawall at HMS Discovery,328.0
2019-09-23,2019,Sep,Seawall at Harbour Green Park,428.0
2019-09-23,2019,Sep,Seawall at Science World,2616.0
2019-09-23,2019,Sep,Smithe at Expo,808.0
2019-09-23,2019,Sep,Stephens at Point Grey,339.0
2019-09-23,2019,Sep,Union at Hawks,2299.0
2019-09-24,2019,Sep,Burrard at Cornwall,4819.0
2019-09-24,2019,Sep,Canada Line Bridge at West Kent,194.0
2019-09-24,2019,Sep,Comox at Thurlow,780.0
2019-09-24,2019,Sep,Dunsmuir Viaduct,2468.0
2019-09-24,2019,Sep,East 10th at Clark,2201.0
2019-09-24,2019,Sep,Hornby and Robson,2591.0
2019-09-24,2019,Sep,Lions Gate Bridge at Spirit Trail,1625.0
2019-09-24,2019,Sep,Point Grey at Stephens,1347.0
2019-09-24,2019,Sep,Point Grey at Volunteer Park,2037.0
2019-09-24,2019,Sep,Seawall 2nd Beach Pool,2640.0
2019-09-24,2019,Sep,Seawall at Creekside Community Centre,2526.0
2019-09-24,2019,Sep,Seawall at David Lam Park,2644.0
2019-09-24,2019,Sep,Seawall at HMS Discovery,2677.0
2019-09-24,2019,Sep,Seawall at Harbour Green Park,1990.0
2019-09-24,2019,Sep,Seawall at Science World,5439.0
2019-09-24,2019,Sep,Smithe at Expo,1042.0
2019-09-24,2019,Sep,Stephens at Point Grey,666.0
2019-09-24,2019,Sep,Union at Hawks,3718.0
2019-09-25,2019,Sep,Burrard at Cornwall,4683.0
2019-09-25,2019,Sep,Canada Line Bridge at West Kent,198.0
2019-09-25,2019,Sep,Comox at Thurlow,731.0
2019-09-25,2019,Sep,Dunsmuir Viaduct,2545.0
2019-09-25,2019,Sep,East 10th at Clark,2079.0
2019-09-25,2019,Sep,Hornby and Robson,2475.0
2019-09-25,2019,Sep,Lions Gate Bridge at Spirit Trail,1594.0
2019-09-25,2019,Sep,Point Grey at Stephens,1158.0
2019-09-25,2019,Sep,Point Grey at Volunteer Park,1730.0
2019-09-25,2019,Sep,Seawall 2nd Beach Pool,1649.0
2019-09-25,2019,Sep,Seawall at Creekside Community Centre,2078.0
2019-09-25,2019,Sep,Seawall at David Lam Park,1824.0
2019-09-25,2019,Sep,Seawall at HMS Discovery,1839.0
2019-09-25,2019,Sep,Seawall at Harbour Green Park,1419.0
2019-09-25,2019,Sep,Seawall at Science World,4931.0
2019-09-25,2019,Sep,Smithe at Expo,1282.0
2019-09-25,2019,Sep,Stephens at Point Grey,617.0
2019-09-25,2019,Sep,Union at Hawks,3768.0
2019-09-26,2019,Sep,Burrard at Cornwall,4407.0
2019-09-26,2019,Sep,Canada Line Bridge at West Kent,155.0
2019-09-26,2019,Sep,Comox at Thurlow,732.0
2019-09-26,2019,Sep,Dunsmuir Viaduct,2463.0
2019-09-26,2019,Sep,East 10th at Clark,1986.0
2019-09-26,2019,Sep,Hornby and Robson,2449.0
2019-09-26,2019,Sep,Lions Gate Bridge at Spirit Trail,1443.0
2019-09-26,2019,Sep,Point Grey at Stephens,1108.0
2019-09-26,2019,Sep,Point Grey at Volunteer Park,1625.0
2019-09-26,2019,Sep,Seawall 2nd Beach Pool,1843.0
2019-09-26,2019,Sep,Seawall at Creekside Community Centre,2042.0
2019-09-26,2019,Sep,Seawall at David Lam Park,1890.0
2019-09-26,2019,Sep,Seawall at HMS Discovery,1892.0
2019-09-26,2019,Sep,Seawall at Harbour Green Park,1364.0
2019-09-26,2019,Sep,Seawall at Science World,4718.0
2019-09-26,2019,Sep,Smithe at Expo,987.0
2019-09-26,2019,Sep,Stephens at Point Grey,611.0
2019-09-26,2019,Sep,Union at Hawks,3458.0
2019-09-27,2019,Sep,Burrard at Cornwall,4210.0
2019-09-27,2019,Sep,Canada Line Bridge at West Kent,141.0
2019-09-27,2019,Sep,Comox at Thurlow,658.0
2019-09-27,2019,Sep,Dunsmuir Viaduct,2453.0
2019-09-27,2019,Sep,East 10th at Clark,2301.0
2019-09-27,2019,Sep,Hornby and Robson,2391.0
2019-09-27,2019,Sep,Lions Gate Bridge at Spirit Trail,1359.0
2019-09-27,2019,Sep,Ontario and 11th,1627.0
2019-09-27,2019,Sep,Point Grey at Stephens,1108.0
2019-09-27,2019,Sep,Point Grey at Volunteer Park,1547.0
2019-09-27,2019,Sep,Seawall 2nd Beach Pool,1447.0
2019-09-27,2019,Sep,Seawall at Creekside Community Centre,1965.0
2019-09-27,2019,Sep,Seawall at David Lam Park,1605.0
2019-09-27,2019,Sep,Seawall at HMS Discovery,1582.0
2019-09-27,2019,Sep,Seawall at Harbour Green Park,1227.0
2019-09-27,2019,Sep,Seawall at Science World,4540.0
2019-09-27,2019,Sep,Smithe at Expo,1036.0
2019-09-27,2019,Sep,Stephens at Point Grey,480.0
2019-09-27,2019,Sep,Union at Hawks,3488.0
2019-09-28,2019,Sep,Burrard at Cornwall,4411.0
2019-09-28,2019,Sep,Canada Line Bridge at West Kent,270.0
2019-09-28,2019,Sep,Comox at Thurlow,567.0
2019-09-28,2019,Sep,Dunsmuir Viaduct,1093.0
2019-09-28,2019,Sep,East 10th at Clark,1583.0
2019-09-28,2019,Sep,Hornby and Robson,1509.0
2019-09-28,2019,Sep,Lions Gate Bridge at Spirit Trail,1635.0
2019-09-28,2019,Sep,Point Grey at Stephens,2025.0
2019-09-28,2019,Sep,Point Grey at Volunteer Park,2583.0
2019-09-28,2019,Sep,Seawall 2nd Beach Pool,4445.0
2019-09-28,2019,Sep,Seawall at Creekside Community Centre,3320.0
2019-09-28,2019,Sep,Seawall at David Lam Park,3378.0
2019-09-28,2019,Sep,Seawall at HMS Discovery,4487.0
2019-09-28,2019,Sep,Seawall at Harbour Green Park,2340.0
2019-09-28,2019,Sep,Seawall at Science World,5024.0
2019-09-28,2019,Sep,Smithe at Expo,678.0
2019-09-28,2019,Sep,Stephens at Point Grey,720.0
2019-09-28,2019,Sep,Union at Hawks,2498.0
2019-09-29,2019,Sep,Burrard at Cornwall,3297.0
2019-09-29,2019,Sep,Canada Line Bridge at West Kent,198.0
2019-09-29,2019,Sep,Comox at Thurlow,490.0
2019-09-29,2019,Sep,Dunsmuir Viaduct,878.0
2019-09-29,2019,Sep,East 10th at Clark,1182.0
2019-09-29,2019,Sep,Hornby and Robson,1175.0
2019-09-29,2019,Sep,Lions Gate Bridge at Spirit Trail,1231.0
2019-09-29,2019,Sep,Point Grey at Stephens,1664.0
2019-09-29,2019,Sep,Point Grey at Volunteer Park,2062.0
2019-09-29,2019,Sep,Seawall 2nd Beach Pool,3163.0
2019-09-29,2019,Sep,Seawall at Creekside Community Centre,2484.0
2019-09-29,2019,Sep,Seawall at David Lam Park,2703.0
2019-09-29,2019,Sep,Seawall at HMS Discovery,3124.0
2019-09-29,2019,Sep,Seawall at Harbour Green Park,1612.0
2019-09-29,2019,Sep,Seawall at Science World,3954.0
2019-09-29,2019,Sep,Smithe at Expo,427.0
2019-09-29,2019,Sep,Stephens at Point Grey,475.0
2019-09-29,2019,Sep,Union at Hawks,1923.0
2019-09-30,2019,Sep,Burrard at Cornwall,4918.0
2019-09-30,2019,Sep,Canada Line Bridge at West Kent,235.0
2019-09-30,2019,Sep,Comox at Thurlow,718.0
2019-09-30,2019,Sep,Dunsmuir Viaduct,2664.0
2019-09-30,2019,Sep,East 10th at Clark,2133.0
2019-09-30,2019,Sep,Hornby and Robson,2645.0
2019-09-30,2019,Sep,Lions Gate Bridge at Spirit Trail,1736.0
2019-09-30,2019,Sep,Point Grey at Stephens,1418.0
2019-09-30,2019,Sep,Point Grey at Volunteer Park,2090.0
2019-09-30,2019,Sep,Seawall 2nd Beach Pool,2101.0
2019-09-30,2019,Sep,Seawall at Creekside Community Centre,2545.0
2019-09-30,2019,Sep,Seawall at David Lam Park,2464.0
2019-09-30,2019,Sep,Seawall at HMS Discovery,2267.0
2019-09-30,2019,Sep,Seawall at Harbour Green Park,1681.0
2019-09-30,2019,Sep,Seawall at Science World,5504.0
2019-09-30,2019,Sep,Smithe at Expo,1107.0
2019-09-30,2019,Sep,Stephens at Point Grey,718.0
2019-09-30,2019,Sep,Union at Hawks,3892.0
2019-10-01,2019,Oct,Burrard at Cornwall,5039.0
2019-10-01,2019,Oct,Canada Line Bridge at West Kent,232.0
2019-10-01,2019,Oct,Comox at Thurlow,734.0
2019-10-01,2019,Oct,Dunsmuir Viaduct,2602.0
2019-10-01,2019,Oct,East 10th at Clark,2325.0
2019-10-01,2019,Oct,Hornby and Robson,2635.0
2019-10-01,2019,Oct,Lions Gate Bridge at Spirit Trail,1713.0
2019-10-01,2019,Oct,Point Grey at Stephens,1346.0
2019-10-01,2019,Oct,Point Grey at Volunteer Park,2017.0
2019-10-01,2019,Oct,Seawall 2nd Beach Pool,1888.0
2019-10-01,2019,Oct,Seawall at Creekside Community Centre,2259.0
2019-10-01,2019,Oct,Seawall at David Lam Park,2419.0
2019-10-01,2019,Oct,Seawall at HMS Discovery,1886.0
2019-10-01,2019,Oct,Seawall at Harbour Green Park,1402.0
2019-10-01,2019,Oct,Seawall at Science World,5405.0
2019-10-01,2019,Oct,Smithe at Expo,1131.0
2019-10-01,2019,Oct,Stephens at Point Grey,685.0
2019-10-01,2019,Oct,Union at Hawks,3864.0
2019-10-02,2019,Oct,Burrard at Cornwall,4321.0
2019-10-02,2019,Oct,Canada Line Bridge at West Kent,184.0
2019-10-02,2019,Oct,Comox at Thurlow,686.0
2019-10-02,2019,Oct,Dunsmuir Viaduct,2530.0
2019-10-02,2019,Oct,East 10th at Clark,2084.0
2019-10-02,2019,Oct,Hornby and Robson,2514.0
2019-10-02,2019,Oct,Lions Gate Bridge at Spirit Trail,1453.0
2019-10-02,2019,Oct,Point Grey at Stephens,991.0
2019-10-02,2019,Oct,Point Grey at Volunteer Park,1573.0
2019-10-02,2019,Oct,Seawall 2nd Beach Pool,1196.0
2019-10-02,2019,Oct,Seawall at Creekside Community Centre,1835.0
2019-10-02,2019,Oct,Seawall at David Lam Park,1668.0
2019-10-02,2019,Oct,Seawall at HMS Discovery,1241.0
2019-10-02,2019,Oct,Seawall at Harbour Green Park,1078.0
2019-10-02,2019,Oct,Seawall at Science World,4539.0
2019-10-02,2019,Oct,Smithe at Expo,1052.0
2019-10-02,2019,Oct,Stephens at Point Grey,576.0
2019-10-02,2019,Oct,Union at Hawks,3620.0
2019-10-03,2019,Oct,Burrard at Cornwall,3036.0
2019-10-03,2019,Oct,Canada Line Bridge at West Kent,117.0
2019-10-03,2019,Oct,Comox at Thurlow,554.0
2019-10-03,2019,Oct,Dunsmuir Viaduct,1845.0
2019-10-03,2019,Oct,East 10th at Clark,1515.0
2019-10-03,2019,Oct,Hornby and Robson,1922.0
2019-10-03,2019,Oct,Lions Gate Bridge at Spirit Trail,875.0
2019-10-03,2019,Oct,Point Grey at Stephens,602.0
2019-10-03,2019,Oct,Point Grey at Volunteer Park,978.0
2019-10-03,2019,Oct,Seawall 2nd Beach Pool,611.0
2019-10-03,2019,Oct,Seawall at Creekside Community Centre,1203.0
2019-10-03,2019,Oct,Seawall at David Lam Park,987.0
2019-10-03,2019,Oct,Seawall at HMS Discovery,638.0
2019-10-03,2019,Oct,Seawall at Harbour Green Park,570.0
2019-10-03,2019,Oct,Seawall at Science World,3282.0
2019-10-03,2019,Oct,Smithe at Expo,794.0
2019-10-03,2019,Oct,Stephens at Point Grey,354.0
2019-10-03,2019,Oct,Union at Hawks,2592.0
2019-10-04,2019,Oct,Burrard at Cornwall,2747.0
2019-10-04,2019,Oct,Canada Line Bridge at West Kent,121.0
2019-10-04,2019,Oct,Comox at Thurlow,517.0
2019-10-04,2019,Oct,Dunsmuir Viaduct,1695.0
2019-10-04,2019,Oct,East 10th at Clark,1374.0
2019-10-04,2019,Oct,Hornby and Robson,1700.0
2019-10-04,2019,Oct,Lions Gate Bridge at Spirit Trail,731.0
2019-10-04,2019,Oct,Point Grey at Stephens,551.0
2019-10-04,2019,Oct,Point Grey at Volunteer Park,875.0
2019-10-04,2019,Oct,Seawall 2nd Beach Pool,456.0
2019-10-04,2019,Oct,Seawall at Creekside Community Centre,1047.0
2019-10-04,2019,Oct,Seawall at David Lam Park,831.0
2019-10-04,2019,Oct,Seawall at HMS Discovery,544.0
2019-10-04,2019,Oct,Seawall at Harbour Green Park,511.0
2019-10-04,2019,Oct,Seawall at Science World,2894.0
2019-10-04,2019,Oct,Smithe at Expo,736.0
2019-10-04,2019,Oct,Stephens at Point Grey,316.0
2019-10-04,2019,Oct,Union at Hawks,2373.0
2019-10-05,2019,Oct,Burrard at Cornwall,3737.0
2019-10-05,2019,Oct,Canada Line Bridge at West Kent,241.0
2019-10-05,2019,Oct,Comox at Thurlow,561.0
2019-10-05,2019,Oct,Dunsmuir Viaduct,1038.0
2019-10-05,2019,Oct,East 10th at Clark,1522.0
2019-10-05,2019,Oct,Hornby and Robson,1341.0
