Date,Burrard at Cornwall,Canada Line Bridge at West Kent,Comox at Thurlow,Dunsmuir Viaduct,East 10th at Clark,Hornby and Robson,Lions Gate Bridge at Spirit Trail,Ontario and 11th,Point Grey at Stephens,Point Grey at Volunteer Park,Seawall 2nd Beach Pool,Seawall at Creekside Community Centre,Seawall at David Lam Park,Seawall at Harbour Green Park,Seawall at HMS Discovery,Seawall at Science World,Smithe at Expo,Stephens at Point Grey,Union at Hawks
"August 1, 2018",8584,907,1339,3494,2739,3599,2631,2527,3347,4235,5165,0,5618,3613,5308,8620,1479,1043,5336
"August 2, 2018",6883,885,1023,3125,2511,3040,2274,2261,2362,3048,5044,0,4096,3212,5175,7531,1402,841,4753
"August 3, 2018",5504,683,871,2508,2087,2574,1672,1949,1950,2346,4692,0,3627,2850,4807,6558,1191,619,3711
"August 4, 2018",7213,1028,1016,1476,1889,1940,2748,1881,4071,4645,7988,0,7257,4592,7986,8257,651,835,3572
"August 5, 2018",6939,849,936,1420,1453,1681,2260,1598,3680,4420,6545,0,6953,4380,6561,7539,631,849,3297
"August 6, 2018",5908,987,793,1191,1420,1578,2191,1482,4209,5103,8253,0,6561,4404,7963,7247,533,1017,2886
"August 7, 2018",7571,802,1078,3084,2521,3198,2409,2397,2991,3721,5780,0,5058,3451,5486,8075,1393,951,4785
"August 8, 2018",7694,856,1100,3160,2632,3129,2471,2512,3165,4145,5482,0,4848,3516,5308,8334,1432,1075,4884
"August 9, 2018",7545,864,1115,3066,2497,3138,2339,2351,3090,3902,5251,0,4835,3321,5253,7951,1370,999,4804
"August 10, 2018",6779,695,1035,2594,2283,2917,1983,2039,2668,3347,5904,0,4611,3720,5875,7403,1229,844,4199
"August 11, 2018",4290,697,673,989,1643,1310,1360,1294,1988,2373,4377,0,3194,2428,4381,4693,533,526,2341
"August 12, 2018",4859,728,690,1002,1436,1322,2151,1127,2444,2894,5638,0,4232,2931,5781,5215,582,590,2287
"August 13, 2018",6530,757,996,2906,2405,2929,2151,2115,2163,2785,4817,0,3794,2929,4974,7081,1290,748,4304
"August 14, 2018",6972,736,1113,3131,2503,3123,2074,2181,2348,2958,4913,0,4327,2910,4635,7504,1311,818,4654
"August 15, 2018",6554,723,1010,3125,2559,3121,1950,2360,2357,3066,4612,0,3977,2825,4634,7330,1797,880,4841
"August 16, 2018",6915,845,1036,3006,2485,3002,2072,2388,2533,3166,4907,0,4510,3181,5021,7986,1316,862,4700
"August 17, 2018",6310,741,1018,2704,2239,2807,1914,2063,2439,3081,5567,0,4689,3380,5550,7398,1173,714,4314
"August 18, 2018",5400,972,722,1280,1728,1558,2096,1717,2537,3101,5869,0,4924,3374,6144,6479,608,711,4713
"August 19, 2018",4714,806,711,1030,1461,1363,1773,1392,2249,2822,6054,0,4749,3279,6142,5585,484,632,2370
"August 20, 2018",5135,571,847,2449,1961,2482,1396,1771,1671,2096,3886,0,3044,2430,4073,5964,1116,557,3701
"August 21, 2018",5786,564,895,2628,2051,2722,1731,1911,1979,2530,4175,0,3466,2498,4013,6233,1406,626,3844
"August 22, 2018",5464,561,915,2636,2037,2624,1617,1896,1681,2144,3471,0,2847,2288,3611,5978,1192,618,3823
"August 23, 2018",4833,565,867,2401,1831,2446,1375,1702,1315,1796,2640,0,2416,1862,2767,5242,1085,583,3442
"August 24, 2018",5350,642,867,2266,1895,2488,1625,1818,1924,2399,4365,0,3476,2657,4380,6198,1046,641,3635
"August 25, 2018",1794,303,314,576,719,712,595,604,537,689,1138,0,936,656,1217,1801,630,176,1137
"August 26, 2018",3202,443,553,764,973,952,1073,888,1556,1892,3301,0,2490,1631,3347,3421,354,505,1569
"August 27, 2018",6565,813,929,2924,2376,2894,2434,2331,2656,3351,5753,0,4923,3257,5677,7912,1258,866,4487
"August 28, 2018",6937,867,998,3201,2505,2929,1910,2297,2600,3400,5052,0,4543,2998,4754,7786,1277,957,4830
"August 29, 2018",4761,598,790,2534,2013,2278,977,1900,1486,2001,2233,0,2401,1579,2261,5330,1096,595,3811
"August 30, 2018",5829,724,906,2756,2151,2551,1413,2050,1959,2579,3735,0,3422,2520,3799,6481,1201,726,4320
"August 31, 2018",5186,664,901,2480,2009,2382,1433,1878,1901,2402,3876,0,3295,2565,3976,6170,1065,641,3829
"September 1, 2018",4775,841,694,1178,1526,1450,1596,1445,2393,2857,6051,0,4473,3115,6048,5828,599,561,2878
"September 2, 2018",5170,982,803,1096,1416,1442,1733,1372,3079,3713,6710,0,5903,3768,6564,7077,513,755,2766
"September 3, 2018",5358,999,702,1097,1471,1375,1581,1483,3337,4058,6247,0,5953,3267,6083,6956,538,877,2914
"September 4, 2018",6051,842,845,3210,2688,2744,1286,2258,2094,2801,3117,0,3614,2197,3054,6827,1291,759,4837
"September 5, 2018",6846,868,1001,3335,2872,2936,1344,2407,2399,3247,3259,0,3859,2382,3224,7376,1384,959,5087
"September 6, 2018",6931,785,1069,3278,2852,2915,1815,2465,2467,3219,3929,0,4272,2611,3877,7693,1332,958,5188
"September 7, 2018",4346,446,742,2306,1756,2242,1672,1501,1023,1315,1759,0,1926,1918,3389,4409,978,351,3404
"September 8, 2018",3999,374,656,1164,1147,1179,1444,996,1291,1529,2388,0,2362,2508,6133,3333,542,370,1838
"September 9, 2018",1662,123,320,631,498,437,910,438,404,491,514,0,815,1099,2811,1355,207,133,901
"September 10, 2018",2853,340,447,1789,1326,1386,813,1181,633,950,769,0,1065,674,887,3010,722,328,2436
"September 11, 2018",3901,491,662,2290,1783,1904,731,1541,1057,1534,1698,0,1758,1147,1714,4222,893,537,3276
"September 12, 2018",4686,578,760,2573,2176,2192,1102,1820,1349,1861,2142,0,2363,1677,2245,5180,1205,566,3998
"September 13, 2018",4298,594,705,2412,1913,2087,1410,1771,1117,1615,1637,0,1823,1307,1681,4499,1012,531,3472
"September 14, 2018",3758,469,677,2026,1746,1872,1655,1506,1035,1431,1946,0,1777,1263,1953,4190,962,409,2958
"September 15, 2018",1790,248,359,577,760,565,1154,847,617,777,1088,0,1240,648,1146,3857,338,229,1354
"September 16, 2018",1176,139,285,409,471,432,915,452,404,528,772,0,722,450,792,1294,229,140,831
"September 17, 2018",4962,742,746,2620,2205,2189,2122,1827,1571,2148,3023,0,2943,1914,3043,5582,1161,571,3866
"September 18, 2018",5833,757,833,2921,2391,2555,1941,2041,1882,2523,2859,0,3218,1858,2799,6353,1180,761,4561
"September 19, 2018",5108,687,802,2799,2352,2401,1963,2009,1446,2053,2412,0,2571,1609,2444,5840,1173,650,4280
"September 20, 2018",2840,358,455,1903,1405,1544,1625,1153,597,875,672,0,875,606,753,2876,765,295,2615
"September 21, 2018",2087,220,383,1351,987,1283,1469,824,392,573,618,0,693,516,709,2161,608,209,1941
"September 22, 2018",1610,259,312,587,775,623,1284,609,638,807,1092,0,1035,665,1394,1774,286,226,1049
"September 23, 2018",2856,472,430,658,1001,904,1239,922,1345,1640,2989,0,2372,1560,2958,3301,378,374,1576
"September 24, 2018",5115,763,774,2704,2333,2413,1033,1908,1581,2153,2717,0,2960,1734,2872,5862,1133,631,4181
"September 25, 2018",5541,764,856,3078,2408,2486,1799,2005,1646,2267,2560,0,3170,1799,2548,6334,1290,714,4386
"September 26, 2018",5525,721,831,3013,2402,2524,1434,2093,1697,2355,2354,0,2998,1705,2395,6126,1251,712,4350
"September 27, 2018",5376,708,751,2877,2346,2343,1802,2013,1581,2138,2574,0,2997,1869,2632,5980,1196,655,4226
"September 28, 2018",5192,647,788,2564,2266,2410,1789,1953,1819,2419,3221,0,3484,2194,3201,6437,1108,641,3919
"September 29, 2018",3530,642,550,938,1264,1115,1297,1092,1446,1850,3115,0,2429,1839,3196,3683,481,437,2057
"September 30, 2018",620,89,151,307,343,265,114,237,128,182,117,0,276,133,137,621,116,68,518
"October 1, 2018",2523,275,415,1569,1246,1260,829,1085,519,821,717,0,980,558,739,2768,650,296,2217
"October 2, 2018",3722,471,621,2400,1881,1993,1261,1522,791,1216,1177,0,1553,990,1360,4080,1002,447,3215
"October 3, 2018",4118,535,655,2447,1950,2144,1457,1595,905,1331,1113,0,1552,971,1181,4432,1026,482,3396
"October 4, 2018",4661,565,713,2525,2007,2283,1617,1713,1270,1792,2053,0,2241,1488,2105,5004,1094,584,3466
"October 5, 2018",2541,284,463,1657,1245,1419,871,1112,555,806,799,0,953,713,829,2787,952,247,2254
"October 6, 2018",3643,608,474,929,1229,1018,1483,1035,1687,2114,4141,0,3206,2148,4217,4092,409,476,2012
"October 7, 2018",703,66,164,365,401,280,171,279,240,263,300,0,324,285,355,792,142,47,538
"October 8, 2018",1362,183,266,441,517,443,410,435,509,602,1036,0,853,625,1086,1420,210,144,843
"October 9, 2018",4578,585,700,2680,2068,2162,1663,1691,1305,1869,1865,0,2331,1314,1939,5000,1138,541,3752
"October 10, 2018",4889,689,691,2779,2381,2352,1728,1879,1351,1833,1587,0,2408,1336,1599,5435,1190,528,3991
"October 11, 2018",4979,568,665,2684,2244,2387,1778,1795,1280,1832,1737,0,2282,1334,1742,5195,1119,568,3755
"October 12, 2018",4123,505,663,2428,1930,2186,1601,1618,985,1334,1610,0,2107,1267,1721,4707,1040,436,3456
"October 13, 2018",4147,698,559,1088,1517,1181,1623,1300,2251,2669,3786,0,3693,2025,3768,4940,526,513,2408
"October 14, 2018",4039,820,553,943,1448,989,1553,1269,2196,2700,3735,0,3994,1826,3645,5026,457,598,2319
"October 15, 2018",4626,583,707,2552,2176,2159,1745,1723,1183,1738,1640,0,2311,1299,1664,5254,1085,535,3709
"October 16, 2018",4919,626,766,2853,2255,2367,1886,1868,1309,1853,1667,0,2559,1361,1643,5466,1116,585,3952
"October 17, 2018",4936,639,727,2773,2226,2459,1706,1903,1343,1844,1616,0,2529,1515,1626,5543,1165,585,4006
"October 18, 2018",4551,610,695,2700,2191,2281,1552,1770,1181,1610,1502,0,2129,1273,1573,4996,1072,490,3750
"October 19, 2018",4430,549,711,2349,1996,2234,1554,1705,1353,1760,2277,0,2569,1603,2370,5317,1035,484,3610
"October 20, 2018",3989,586,511,1026,1399,1085,1564,1274,1690,2053,3314,0,3383,1844,3292,4668,526,491,2254
"October 21, 2018",3772,678,526,900,1376,941,1441,1253,1962,2405,3727,0,3708,1963,3573,4866,438,572,2202
"October 22, 2018",4614,553,682,2608,2168,2230,1727,1798,1206,1769,1768,0,2426,1248,1815,5215,1084,555,3796
"October 23, 2018",3935,513,604,2531,1933,2139,1455,1564,900,1380,838,0,1476,899,854,4137,1031,490,3431
"October 24, 2018",3505,375,602,2188,1740,1864,1165,1391,760,1143,806,0,1313,804,868,3764,908,390,3105
"October 25, 2018",2285,229,397,1652,1187,1332,740,990,388,629,172,0,632,289,177,2542,666,236,2160
"October 26, 2018",3173,362,559,1964,1466,1650,1001,1254,773,1092,1051,0,1478,867,1088,3570,790,326,2697
"October 27, 2018",2990,599,496,893,1170,910,1260,945,1251,1494,2133,0,2117,1245,2184,3025,395,346,1632
"October 28, 2018",979,135,226,445,494,360,197,420,267,347,433,0,508,271,453,1100,227,101,775
"October 29, 2018",2523,324,405,1786,1270,1356,939,1068,462,770,266,0,736,416,328,2553,892,302,2229
"October 30, 2018",3188,400,486,2127,1547,1766,1139,1327,655,1002,313,0,1022,588,566,3346,821,341,2688
"October 31, 2018",2315,230,387,1630,1193,1294,842,1004,386,618,99,0,653,326,189,2835,593,255,2125
"November 1, 2018",1827,215,304,1372,1040,1069,604,814,285,467,31,0,436,215,61,1898,504,173,1824
"November 2, 2018",3477,471,549,2079,1577,1759,1216,1451,909,1328,673,0,1587,957,1366,4004,814,403,3007
"November 3, 2018",850,112,140,332,377,293,138,332,224,268,96,0,257,89,105,808,155,59,609
"November 4, 2018",3046,573,450,807,1099,753,1083,1028,1520,1897,2263,0,2483,1223,2337,3454,388,465,1769
"November 5, 2018",3399,410,504,2077,1611,1749,1215,1348,703,1114,175,0,1122,590,450,3500,877,414,2885
"November 6, 2018",3876,521,597,2344,1916,1992,1323,1491,910,1378,321,0,1474,748,707,4211,964,459,3186
"November 7, 2018",3884,498,582,2434,1954,1988,1513,1552,938,1351,353,0,1639,837,795,4297,996,454,3246
"November 8, 2018",3457,432,513,2101,1602,1824,1253,1332,774,1173,292,0,1183,703,584,3566,836,400,2816
"November 9, 2018",1955,203,375,1371,970,1104,618,839,357,505,111,0,598,392,259,2192,631,0,1797
"November 10, 2018",2632,547,369,782,1042,763,1010,998,1115,1350,1922,0,2240,1043,2088,3038,390,0,1610
"November 11, 2018",2220,390,343,622,882,737,762,678,1024,1196,1659,0,1704,1075,1783,2531,275,0,1297
"November 12, 2018",2431,465,353,753,834,705,830,811,1104,1328,1724,0,2035,916,1832,2866,354,0,1479
"November 13, 2018",2850,323,474,1832,1359,1553,966,1153,567,870,172,0,928,483,402,3004,748,0,2349
"November 14, 2018",2366,281,396,1481,1205,1248,624,983,460,718,120,0,785,350,260,2601,832,0,2030
"November 15, 2018",2146,237,334,1439,1086,1166,660,914,365,572,33,0,515,255,59,2142,573,0,2031
"November 16, 2018",3372,408,501,1866,1615,1588,1165,1321,866,1212,963,0,1553,731,1004,3715,804,0,2880
"November 17, 2018",2672,529,392,868,1200,854,1037,1124,1165,1460,1804,0,2136,898,1858,3378,360,0,2303
"November 18, 2018",2447,565,367,762,1077,662,870,935,1098,1350,1539,0,2149,815,1559,3247,347,0,1959
"November 19, 2018",3393,410,508,1938,1554,1649,1193,1303,737,1064,763,0,1448,699,802,3781,853,0,2716
"November 20, 2018",3255,384,501,2039,1530,1767,1136,1245,696,1053,580,0,1247,689,669,3531,858,0,2732
"November 21, 2018",1892,219,309,1411,993,1044,658,840,279,478,51,0,473,244,72,1983,552,0,1808
"November 22, 2018",2038,219,309,1434,1011,1097,650,971,349,556,242,0,570,318,272,2206,559,0,1821
"November 23, 2018",2035,223,325,1290,885,1178,579,817,347,544,342,0,675,363,372,2077,543,181,1733
"November 24, 2018",1403,224,282,586,604,521,381,521,466,593,464,0,681,393,549,50,274,151,1002
"November 25, 2018",965,184,216,374,464,360,292,384,326,422,391,0,455,269,416,908,163,116,747
"November 26, 2018",1419,141,237,1003,683,764,522,615,209,372,31,0,290,168,31,1404,359,148,1301
"November 27, 2018",2343,253,361,1530,1115,1243,777,960,544,771,431,0,854,421,411,2443,604,270,2106
"November 28, 2018",2257,303,345,1593,1170,1258,803,985,376,616,148,0,604,308,165,2395,651,222,2112
"November 29, 2018",2650,361,399,1788,1389,1438,982,1157,584,889,419,0,1006,505,443,3090,700,302,2509
"November 30, 2018",2122,220,349,1342,972,1178,681,887,391,573,220,0,654,320,268,2179,585,196,1830
"December 1, 2018",1807,330,268,668,889,554,563,741,651,834,840,0,1125,553,866,2084,301,248,1258
"December 2, 2018",1968,361,284,621,745,561,614,640,851,1047,1107,0,1540,552,1035,2189,258,265,1159
"December 3, 2018",2719,303,402,1654,1307,1412,956,1066,569,797,443,0,1006,428,459,2979,701,245,2092
"December 4, 2018",2565,281,411,1634,1203,1409,806,1057,507,762,357,0,989,422,410,2893,708,255,2286
"December 5, 2018",2384,242,407,1590,1151,1346,765,951,488,701,341,0,870,421,370,2660,667,220,2173
"December 6, 2018",2316,251,440,1384,1078,1348,660,872,463,690,307,0,809,389,361,2536,626,226,1824
"December 7, 2018",1940,185,379,1267,866,1192,569,769,413,558,347,0,756,358,401,2125,522,163,1662
"December 8, 2018",832,146,209,385,487,362,170,334,229,302,199,0,404,196,229,946,178,74,674
"December 9, 2018",434,73,135,196,237,206,65,187,136,168,56,0,141,77,54,455,98,46,349
"December 10, 2018",2269,269,368,1504,1109,1282,791,959,476,744,358,0,829,428,365,2526,575,283,1942
"December 11, 2018",1454,170,242,1137,762,908,538,654,234,412,49,0,356,192,48,1515,427,0,1380
"December 12, 2018",2005,237,347,1397,985,1152,690,880,356,552,199,0,623,339,229,2190,565,0,1798
"December 13, 2018",1165,104,190,828,566,729,399,495,160,283,19,0,238,122,21,1182,324,0,1089
"December 14, 2018",1720,185,313,1140,845,1115,522,767,370,516,253,0,603,339,301,1902,468,0,1553
"December 15, 2018",1485,251,270,558,660,503,391,546,544,665,591,0,825,355,610,1388,210,0,999
"December 16, 2018",565,92,137,290,345,239,98,236,152,218,148,0,237,114,130,629,125,0,494
"December 17, 2018",1877,219,308,1222,922,1077,681,842,408,604,306,0,567,306,336,2050,534,0,1668
"December 18, 2018",1668,190,308,1195,854,990,473,763,290,477,210,0,472,287,224,1818,441,0,1579
"December 19, 2018",1941,215,345,1357,1000,1040,665,863,373,521,254,0,600,325,282,2102,539,0,1746
"December 20, 2018",1386,138,287,1051,692,888,388,591,248,371,97,0,392,281,249,1552,396,0,1372
"December 21, 2018",1963,247,321,1166,906,1083,638,799,464,625,631,0,838,513,691,2059,428,0,1665
"December 22, 2018",581,90,141,270,299,268,134,270,159,194,195,0,253,128,201,657,132,0,487
"December 23, 2018",402,65,107,217,211,173,81,169,109,150,97,0,173,96,107,408,99,0,339
"December 24, 2018",1182,194,186,552,481,426,341,377,412,515,791,0,752,343,760,1191,192,0,859
"December 25, 2018",563,165,121,146,198,179,152,144,278,345,726,0,609,295,725,583,51,0,296
"December 26, 2018",433,54,91,205,176,170,93,164,103,147,100,0,193,109,125,365,100,0,327
"December 27, 2018",1316,300,250,685,562,615,384,466,434,501,1030,0,737,486,1077,1353,271,0,995
"December 28, 2018",514,71,141,411,293,354,144,213,90,121,35,0,130,59,49,541,141,0,553
"December 29, 2018",548,92,117,238,291,230,138,232,218,266,302,0,450,224,358,650,110,0,392
"December 30, 2018",1541,412,225,419,532,449,512,467,711,855,2180,0,1399,849,2274,1650,178,0,858
"December 31, 2018",1379,214,240,607,594,573,380,535,500,604,1474,0,1109,683,1593,1753,263,0,994
"January 1, 2019",1145,230,177,309,341,289,311,337,477,616,1093,0,1085,469,1146,1250,122,0,550
"January 2, 2019",1394,163,236,1029,698,779,484,586,256,403,210,0,412,241,238,1475,412,0,1233
"January 3, 2019",887,108,155,755,447,617,436,418,122,220,28,0,218,111,25,957,278,0,931
"January 4, 2019",1483,159,261,1097,715,880,426,704,331,474,336,0,591,373,372,1732,396,0,1342
"January 5, 2019",1561,325,259,443,693,436,480,579,749,938,1182,0,1096,670,1211,1608,226,0,957
"January 6, 2019",1240,194,224,424,518,427,272,521,626,795,861,0,922,539,840,1381,198,0,816
"January 7, 2019",2660,385,387,1820,1284,1396,978,1092,642,949,549,0,1139,577,738,2936,671,0,2365
"January 8, 2019",1882,218,316,1415,970,1124,617,812,337,564,158,0,497,266,202,2021,575,0,1799
"January 9, 2019",1803,197,311,1410,923,1076,608,828,314,525,155,0,491,265,186,1965,522,0,1788
"January 10, 2019",2347,222,358,1568,1129,1306,738,953,426,689,297,0,765,368,307,2361,578,0,2084
"January 11, 2019",2501,323,399,1643,1241,1343,868,1027,652,944,659,0,1069,551,662,2746,629,0,2245
"January 12, 2019",2377,473,358,681,1007,688,821,874,1145,1399,1867,0,2021,1,1854,2822,298,0,1584
"January 13, 2019",2636,616,289,673,985,650,967,866,1478,1806,2214,0,2670,0,2221,3447,301,0,1693
"January 14, 2019",2802,297,437,1762,1380,1395,1050,1139,580,878,498,0,1100,0,536,3020,688,0,2366
"January 15, 2019",2544,268,412,1549,1230,1343,877,998,626,896,597,0,1046,0,621,2746,627,0,2128
"January 16, 2019",2444,291,405,1591,1248,1366,850,1039,562,775,475,0,1031,0,521,2678,652,0,2138
"January 17, 2019",1971,227,338,1405,1067,1170,643,936,397,618,248,0,648,0,249,2159,553,0,1830
"January 18, 2019",1953,194,299,1252,945,1150,559,870,413,615,348,0,724,0,392,2157,502,0,1746
"January 19, 2019",1618,316,266,605,723,562,389,645,665,831,1044,0,1217,0,1106,1851,269,0,1151
"January 20, 2019",2061,498,288,609,873,566,755,718,941,1184,1327,0,1594,0,1371,2241,247,0,1322
"January 21, 2019",2638,311,398,1738,1322,1401,932,1069,587,873,766,0,1082,0,770,2930,674,0,2326
"January 22, 2019",1723,205,271,1259,891,1010,564,786,293,495,43,0,403,0,47,1755,542,0,1587
"January 23, 2019",2524,291,377,1718,1279,1322,832,1041,482,797,428,0,789,0,463,2704,697,0,2253
"January 24, 2019",2506,308,391,1717,1293,1390,856,1063,516,814,509,0,843,0,432,2656,642,0,2278
"January 25, 2019",2346,266,376,1585,1213,1302,874,1046,592,839,620,0,948,0,663,2770,619,0,2186
"January 26, 2019",1893,411,292,739,827,594,652,737,788,994,1114,0,1198,0,1122,1948,393,0,1410
"January 27, 2019",1829,451,270,589,718,508,594,664,857,1108,1414,0,1607,0,1399,2186,252,0,1236
"January 28, 2019",2849,346,417,1785,1429,1367,1005,1137,692,1024,703,0,1229,0,700,3033,710,0,2350
"January 29, 2019",3046,320,427,1792,1449,1463,984,1190,710,1043,731,0,1326,0,758,3161,747,0,2425
"January 30, 2019",2760,324,419,1739,1355,1382,875,1150,608,902,424,0,1020,0,471,2857,743,0,2130
"January 31, 2019",2373,251,411,1631,1095,1298,791,997,485,735,307,0,813,0,330,2499,647,0,1890
"February 1, 2019",1217,123,222,968,646,776,402,573,213,328,48,0,278,0,55,1328,379,0,1158
"February 2, 2019",1881,426,314,582,777,627,670,731,858,1121,1410,0,1455,0,1483,2150,245,0,1311
"February 3, 2019",538,64,150,253,245,242,62,217,167,204,143,0,277,0,175,572,128,0,447
"February 4, 2019",906,87,231,763,535,666,234,347,194,278,224,0,369,0,263,1148,309,0,948
"February 5, 2019",1450,129,279,971,694,896,393,579,289,436,282,0,534,0,301,1640,382,0,1315
"February 6, 2019",1607,140,275,1132,792,956,471,687,350,490,325,0,612,0,357,1867,455,0,1467
"February 7, 2019",1709,162,310,1215,815,970,453,730,364,508,288,0,579,0,355,1942,556,0,1527
"February 8, 2019",1229,94,201,847,588,757,280,514,241,340,194,0,396,0,217,1454,367,0,1113
